School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Liberal Arts & Science Academy,#11 Best Public High Schools in America,Austin Ind School District,TX,9-12,4.0,395,A+,"1,016",16:1,2019-03-18 22:11:28.888152
School of Science & Engineering,#23 Best Public High Schools in America,Dallas Ind School District,TX,9-12,4.0,176,A+,418,17:1,2019-03-18 22:11:28.888176
School for the Talented & Gifted,#27 Best Public High Schools in America,Dallas Ind School District,TX,9-12,4.0,145,A+,256,15:1,2019-03-18 22:11:28.888185
Carnegie Vanguard High School,#37 Best Public High Schools in America,Houston Ind School District,TX,9-12,4.0,269,A+,621,19:1,2019-03-18 22:11:28.888193
Westlake High School,#41 Best Public High Schools in America,Eanes Ind School District,TX,9-12,4.0,429,A+,"2,584",15:1,2019-03-18 22:11:28.888200
Carroll Senior High School,#102 Best Public High Schools in America,Carroll Ind School District,TX,11-12,4.0,412,A+,"1,299",15:1,2019-03-18 22:11:28.888208
Seven Lakes High School,#103 Best Public High Schools in America,Katy Ind School District,TX,9-12,4.0,"1,027",A+,"3,229",18:1,2019-03-18 22:11:28.888216
Westwood High School,#112 Best Public High Schools in America,Round Rock Ind School District,TX,9-12,4.0,529,A+,"2,709",16:1,2019-03-18 22:11:28.888223
Clements High School,#121 Best Public High Schools in America,Fort Bend Ind School District,TX,9-12,4.0,682,A+,"2,455",19:1,2019-03-18 22:11:28.888231
Uplift North Hills Preparatory Upper School,#132 Best Public High Schools in America,Irving,TX,9-12,4.0,222,A+,526,15:1,2019-03-18 22:11:28.888238
Liberty High School,#150 Best Public High Schools in America,Frisco Ind School District,TX,9-12,4.0,479,A+,"2,083",15:1,2019-03-18 22:11:28.888245
Highland Park High School,#168 Best Public High Schools in America,Highland Park Ind School District,TX,9-12,4.0,139,A+,"2,114",14:1,2019-03-18 22:11:28.888252
The Science Academy of South Texas,#186 Best Public High Schools in America,South Texas Ind School District,TX,9-12,4.0,300,A+,731,13:1,2019-03-18 22:11:28.888260
Vandegrift High School,#191 Best Public High Schools in America,Leander Ind School District,TX,9-12,4.0,338,A+,"2,257",17:1,2019-03-18 22:11:28.888266
BASIS San Antonio Primary - North Central Campus,nan,BASIS San Antonio Medical Center,TX,K-5,3.5,2,A+,583,—,2019-03-18 22:11:28.888274
Cinco Ranch High School,#200 Best Public High Schools in America,Katy Ind School District,TX,9-12,4.0,572,A+,"3,167",18:1,2019-03-18 22:11:28.888286
Plano West Senior High School,#217 Best Public High Schools in America,Plano Ind School District,TX,11-12,4.0,944,A+,"2,718",17:1,2019-03-18 22:11:28.888302
Kinder High School for the Performing and Visual Arts,#235 Best Public High Schools in America,Houston Ind School District,TX,9-12,4.0,224,A+,723,16:1,2019-03-18 22:11:28.888310
South Texas Preparatory Academy,#18 Best Public Middle Schools in America,South Texas Ind School District,TX,7-8,4.5,4,A+,579,14:1,2019-03-18 22:11:28.888319
Coppell High School,#256 Best Public High Schools in America,Coppell Ind School District,TX,9-12,4.0,664,A+,"3,265",17:1,2019-03-18 22:11:28.888327
Obra D Tompkins High School,#257 Best Public High Schools in America,Katy Ind School District,TX,9-12,4.0,165,A+,"2,491",18:1,2019-03-18 22:11:28.888334
Health Careers High School,#267 Best Public High Schools in America,Northside Ind School District (San Antonio),TX,9-12,4.0,500,A+,841,17:1,2019-03-18 22:11:28.888341
Rising Scholars Academy of South Texas,#19 Best Public Middle Schools in America,South Texas Ind School District,TX,7-8,5.0,3,A+,540,13:1,2019-03-18 22:11:28.888349
Pearson Middle School,#21 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,592,13:1,2019-03-18 22:11:28.888356
Michael E DeBakey High School for Health Professions,#288 Best Public High Schools in America,Houston Ind School District,TX,9-12,3.5,564,A+,837,16:1,2019-03-18 22:11:28.888363
Jasper High School,#299 Best Public High Schools in America,Plano Ind School District,TX,9-10,4.0,60,A+,"1,397",18:1,2019-03-18 22:11:28.888372
Carroll Elementary School,#22 Best Public Elementary Schools in America,Carroll Ind School District,TX,"PK, K-4",nan,nan,A+,576,13:1,2019-03-18 22:11:28.888379
Trent Middle School,#27 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,653,13:1,2019-03-18 22:11:28.888387
Kerr Elementary School,#44 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",4.5,6,A+,700,16:1,2019-03-18 22:11:28.888395
Carroll Middle School,#33 Best Public Middle Schools in America,Carroll Ind School District,TX,7-8,4.5,8,A+,697,15:1,2019-03-18 22:11:28.888402
Norris Elementary School,#45 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,567,16:1,2019-03-18 22:11:28.888409
Robert H Rockenbaugh Elementary School,#46 Best Public Elementary Schools in America,Carroll Ind School District,TX,"PK, K-4",nan,nan,A+,570,13:1,2019-03-18 22:11:28.888416
BASIS San Antonio Primary - Medical Center Campus,nan,BASIS San Antonio Medical Center,TX,K-5,3.5,3,A+,722,19:1,2019-03-18 22:11:28.888424
Walnut Grove Elementary School,#51 Best Public Elementary Schools in America,Carroll Ind School District,TX,"PK, K-4",nan,nan,A+,682,14:1,2019-03-18 22:11:28.888461
Jack D Johnson Elementary School,#55 Best Public Elementary Schools in America,Carroll Ind School District,TX,K-4,5.0,1,A+,570,15:1,2019-03-18 22:11:28.888468
Griffin Middle School,#36 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,851,14:1,2019-03-18 22:11:28.888476
Wester Middle School,#39 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,884,13:1,2019-03-18 22:11:28.888483
George Dawson Middle School,#40 Best Public Middle Schools in America,Carroll Ind School District,TX,7-8,nan,nan,A+,636,16:1,2019-03-18 22:11:28.888489
Mary Evans Elementary School,#58 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",5.0,1,A+,666,16:1,2019-03-18 22:11:28.888496
Don T Durham Intermediate School,#43 Best Public Middle Schools in America,Carroll Ind School District,TX,5-6,nan,nan,A+,662,15:1,2019-03-18 22:11:28.888518
Pioneer Heritage Middle School,#44 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,3.5,2,A+,729,14:1,2019-03-18 22:11:28.888525
Vandeventer Middle School,#45 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,5.0,1,A+,"1,122",16:1,2019-03-18 22:11:28.888532
The Woodlands High School,#399 Best Public High Schools in America,Conroe Ind School District,TX,9-12,4.0,714,A+,"4,268",19:1,2019-03-18 22:11:28.888540
Lakeside Elementary School,#69 Best Public Elementary Schools in America,Coppell Ind School District,TX,"PK, K-5",5.0,1,A+,491,16:1,2019-03-18 22:11:28.888546
Flower Mound High School,#404 Best Public High Schools in America,Lewisville Ind School District,TX,9-12,4.0,749,A+,"2,650",17:1,2019-03-18 22:11:28.888569
Nichols Elementary School,#70 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,5.0,1,A+,736,17:1,2019-03-18 22:11:28.888592
West Ridge Middle School,#52 Best Public Middle Schools in America,Eanes Ind School District,TX,6-8,4.0,1,A+,946,14:1,2019-03-18 22:11:28.888614
Memorial High School,#408 Best Public High Schools in America,Spring Branch Ind School District,TX,9-12,4.0,317,A+,"2,650",19:1,2019-03-18 22:11:28.888622
Fowler Middle School,#53 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,5.0,6,A+,"1,058",15:1,2019-03-18 22:11:28.888628
Miller Elementary School,#76 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,409,14:1,2019-03-18 22:11:28.888636
Glenda Dawson High School,#413 Best Public High Schools in America,Pearland Ind School District,TX,9-12,4.0,758,A+,"2,407",17:1,2019-03-18 22:11:28.888658
Dr ET Boon Elementary School,#79 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",5.0,2,A+,720,16:1,2019-03-18 22:11:28.888664
Eubanks Intermediate School,#57 Best Public Middle Schools in America,Carroll Ind School District,TX,5-6,2.5,2,A+,578,15:1,2019-03-18 22:11:28.888900
Old Union Elementary School,#80 Best Public Elementary Schools in America,Carroll Ind School District,TX,"PK, K-4",5.0,1,A+,413,12:1,2019-03-18 22:11:28.888915
Boggess Elementary School,#83 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,1,A+,695,14:1,2019-03-18 22:11:28.888922
Forest Trail Elementary School,#92 Best Public Elementary Schools in America,Eanes Ind School District,TX,K-5,nan,nan,A+,572,14:1,2019-03-18 22:11:28.888929
Light Farms Elementary School,#93 Best Public Elementary Schools in America,Prosper Ind School District,TX,"PK, K-4",nan,nan,A+,817,16:1,2019-03-18 22:11:28.888949
Beverly Cheatham Elementary School,#94 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",5.0,7,A+,737,17:1,2019-03-18 22:11:28.888972
Cedar Creek Elementary School,#95 Best Public Elementary Schools in America,Eanes Ind School District,TX,K-5,nan,nan,A+,473,14:1,2019-03-18 22:11:28.889006
Harrington Elementary School,#97 Best Public Elementary Schools in America,Plano Ind School District,TX,"PK, K-5",3.5,3,A+,436,11:1,2019-03-18 22:11:28.889013
Anderson Elementary School,#99 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,3.5,2,A+,704,16:1,2019-03-18 22:11:28.889021
Bolin Elementary School,#103 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",5.0,7,A+,587,15:1,2019-03-18 22:11:28.889028
Barton Creek Elementary School,#115 Best Public Elementary Schools in America,Eanes Ind School District,TX,K-5,nan,nan,A+,505,12:1,2019-03-18 22:11:28.889036
Bridge Point Elementary School,#117 Best Public Elementary Schools in America,Eanes Ind School District,TX,K-5,nan,nan,A+,739,15:1,2019-03-18 22:11:28.889044
Armstrong Elementary School,#118 Best Public Elementary Schools in America,Highland Park Ind School District,TX,K-4,5.0,2,A+,581,15:1,2019-03-18 22:11:28.889066
Hosp Elementary School,#119 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,5.0,2,A+,646,17:1,2019-03-18 22:11:28.889074
Walter & Lois Curtis Middle School,#67 Best Public Middle Schools in America,Allen Ind School District,TX,7-10,2.5,5,A+,"1,236",17:1,2019-03-18 22:11:28.889080
Wyatt Elementary School,#124 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,477,14:1,2019-03-18 22:11:28.889088
Lovejoy High School,#451 Best Public High Schools in America,Lovejoy Ind School District,TX,9-12,4.0,199,A+,"1,332",14:1,2019-03-18 22:11:28.889095
International School of the Americas,#453 Best Public High Schools in America,North East Ind School District,TX,9-12,4.5,258,A+,483,20:1,2019-03-18 22:11:28.889102
David & Lynda Olson Elementary School,#128 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,763,16:1,2019-03-18 22:11:28.889110
Roach Middle School,#69 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,4.0,2,A+,"1,109",15:1,2019-03-18 22:11:28.889118
Beverly Elementary School,#131 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,486,12:1,2019-03-18 22:11:28.889125
Reedy High School,#460 Best Public High Schools in America,Frisco Ind School District,TX,9-12,4.0,25,A+,915,12:1,2019-03-18 22:11:28.889132
Stafford Middle School,#71 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,3.5,8,A+,735,13:1,2019-03-18 22:11:28.889139
Ashley Elementary School,#132 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,566,16:1,2019-03-18 22:11:28.889147
Sunnyvale High School,#462 Best Public High Schools in America,Sunnyvale Ind School District,TX,9-12,3.5,119,A+,456,12:1,2019-03-18 22:11:28.889154
Bledsoe Elementary School,#134 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,745,18:1,2019-03-18 22:11:28.889162
Coppell Middle School - East,#72 Best Public Middle Schools in America,Coppell Ind School District,TX,6-8,5.0,3,A+,979,16:1,2019-03-18 22:11:28.889171
Carlena Chandler Elementary School,#138 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,660,15:1,2019-03-18 22:11:28.889178
Valley View Elementary School,#140 Best Public Elementary Schools in America,Eanes Ind School District,TX,K-5,nan,nan,A+,509,11:1,2019-03-18 22:11:28.889185
Frances E Norton Elementary School,#141 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,540,14:1,2019-03-18 22:11:28.889193
Hedgcoxe Elementary School,#145 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,4.5,3,A+,425,13:1,2019-03-18 22:11:28.889200
Wakeland High School,#477 Best Public High Schools in America,Frisco Ind School District,TX,9-12,4.0,428,A+,"2,067",15:1,2019-03-18 22:11:28.889207
Borchardt Elementary School,#147 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,739,17:1,2019-03-18 22:11:28.889214
Booker T Washington High School for the Performing & Visual Arts,#482 Best Public High Schools in America,Dallas Ind School District,TX,9-12,4.0,432,A+,903,16:1,2019-03-18 22:11:28.889221
Stinson Elementary School,#151 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,2,A+,614,16:1,2019-03-18 22:11:28.889229
Martha Hunt Elementary School,#153 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,726,15:1,2019-03-18 22:11:28.889236
Haun Elementary School,#154 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,1,A+,508,14:1,2019-03-18 22:11:28.889243
Ereckson Middle School,#76 Best Public Middle Schools in America,Allen Ind School District,TX,7-10,3.5,14,A+,"1,195",17:1,2019-03-18 22:11:28.889267
Hunt Middle School,#77 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,3.0,2,A+,795,14:1,2019-03-18 22:11:28.889274
Alamo Heights High School,#489 Best Public High Schools in America,Alamo Heights Ind School District,TX,9-12,4.0,297,A+,"1,553",14:1,2019-03-18 22:11:28.889281
Barksdale Elementary School,#168 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,3,A+,638,15:1,2019-03-18 22:11:28.889295
Kingwood High School,#491 Best Public High Schools in America,Humble Ind School District,TX,9-12,4.0,470,A+,"2,661",18:1,2019-03-18 22:11:28.889302
Sparks Elementary School,#172 Best Public Elementary Schools in America,Frisco Ind School District,TX,"PK, K-5",nan,nan,A+,712,18:1,2019-03-18 22:11:28.889310
Lois Lindsey Elementary School,#174 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",5.0,1,A+,880,17:1,2019-03-18 22:11:28.889317
Eanes Elementary School,#175 Best Public Elementary Schools in America,Eanes Ind School District,TX,"PK, K-5",nan,nan,A+,664,13:1,2019-03-18 22:11:28.889325
Reagan High School,#498 Best Public High Schools in America,North East Ind School District,TX,9-12,4.0,541,A+,"3,333",20:1,2019-03-18 22:11:28.889332
Fred & Patti Shafer Elementary School,#190 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,3,A+,"1,140",15:1,2019-03-18 22:11:28.889340
Skaggs Elementary School,#193 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,459,15:1,2019-03-18 22:11:28.889347
Fisher Elementary School,#195 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,668,16:1,2019-03-18 22:11:28.889356
Hill Country Middle School,#81 Best Public Middle Schools in America,Eanes Ind School District,TX,5-8,3.0,1,A+,"1,057",15:1,2019-03-18 22:11:28.889364
Tomball Memorial High School,#515 Best Public High Schools in America,Tomball Ind School District,TX,9-12,4.5,169,A+,"2,013",18:1,2019-03-18 22:11:28.889371
Bonnie Holland Elementary School,#213 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",nan,nan,A+,979,16:1,2019-03-18 22:11:28.889379
Coppell Middle School - North,#88 Best Public Middle Schools in America,Coppell Ind School District,TX,6-8,1.0,1,A+,917,15:1,2019-03-18 22:11:28.889402
CM Rice Middle School,#89 Best Public Middle Schools in America,Plano Ind School District,TX,6-8,4.5,17,A+,"1,129",17:1,2019-03-18 22:11:28.889467
Maus Middle School,#93 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,985,15:1,2019-03-18 22:11:28.889478
Woodcreek Elementary School,#224 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,4,A+,"1,130",15:1,2019-03-18 22:11:28.889486
Andrews Elementary School,#225 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,650,14:1,2019-03-18 22:11:28.889492
Pink Elementary School,#236 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,552,15:1,2019-03-18 22:11:28.889500
McSpedden Elementary School,#244 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,633,18:1,2019-03-18 22:11:28.889507
College Park High School,#545 Best Public High Schools in America,Conroe Ind School District,TX,9-12,4.0,514,A+,"2,840",17:1,2019-03-18 22:11:28.889514
Independence High School,#548 Best Public High Schools in America,Frisco Ind School District,TX,9-12,4.0,118,A+,"1,715",14:1,2019-03-18 22:11:28.889521
Flossie Floyd Green Elementary School,#246 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,640,14:1,2019-03-18 22:11:28.889528
Cypress Woods High School,#551 Best Public High Schools in America,Cypress-Fairbanks Ind School District,TX,9-12,4.0,803,A+,"3,347",18:1,2019-03-18 22:11:28.889536
Murphy Middle School,#106 Best Public Middle Schools in America,Plano Ind School District,TX,6-8,4.0,2,A+,"1,220",18:1,2019-03-18 22:11:28.889544
Boals Elementary School,#247 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,5.0,1,A+,746,17:1,2019-03-18 22:11:28.889551
Coppell Middle School - West,#109 Best Public Middle Schools in America,Coppell Ind School District,TX,6-8,3.0,4,A+,993,15:1,2019-03-18 22:11:28.889558
Mathews Elementary School,#257 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,2,A+,489,13:1,2019-03-18 22:11:28.889576
Highland Park Middle School,#115 Best Public Middle Schools in America,Highland Park Ind School District,TX,7-8,4.0,4,A+,"1,127",16:1,2019-03-18 22:11:28.889583
Odessa Kilpatrick Elementary School,#266 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,1,A+,"1,141",15:1,2019-03-18 22:11:28.889591
Elliott Elementary School,#267 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,4.0,1,A+,528,15:1,2019-03-18 22:11:28.889599
James & Margie Marion Elementary School,#272 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,782,16:1,2019-03-18 22:11:28.889606
WE Pete Ford Middle School,#118 Best Public Middle Schools in America,Allen Ind School District,TX,7-9,nan,nan,A+,894,16:1,2019-03-18 22:11:28.889614
Stephen F Austin State University Charter School,#284 Best Public Elementary Schools in America,Nacogdoches,TX,K-5,4.5,7,A+,242,14:1,2019-03-18 22:11:28.889622
Comstock Elementary School,#292 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,712,16:1,2019-03-18 22:11:28.889630
Gulledge Elementary School,#295 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,620,14:1,2019-03-18 22:11:28.889638
University Park Elementary School,#301 Best Public Elementary Schools in America,Highland Park Ind School District,TX,K-4,nan,nan,A+,689,15:1,2019-03-18 22:11:28.889646
Bradfield Elementary School,#304 Best Public Elementary Schools in America,Highland Park Ind School District,TX,"PK, K-4",nan,nan,A+,747,16:1,2019-03-18 22:11:28.889654
Stanley C Stanley Elementary School,#307 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",nan,nan,A+,"1,092",15:1,2019-03-18 22:11:28.889662
Reynolds Middle School,#124 Best Public Middle Schools in America,Prosper Ind School District,TX,7-8,nan,nan,A+,"1,284",16:1,2019-03-18 22:11:28.889670
Tom Wilson Elementary School,#311 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,6,A+,"1,057",15:1,2019-03-18 22:11:28.889677
Joella Exley Elementary School,#313 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,2,A+,976,15:1,2019-03-18 22:11:28.889685
Sue Creech Elementary School,#315 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",4.5,7,A+,850,15:1,2019-03-18 22:11:28.889692
Austin Elementary School,#317 Best Public Elementary Schools in America,Coppell Ind School District,TX,"PK, K-5",nan,nan,A+,484,15:1,2019-03-18 22:11:28.889700
Curtsinger Elementary School,#318 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,703,17:1,2019-03-18 22:11:28.889707
Seven Lakes Junior High School,#127 Best Public Middle Schools in America,Katy Ind School District,TX,6-8,nan,nan,A+,"1,995",20:1,2019-03-18 22:11:28.889714
Hightower Elementary School,#325 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,4.0,4,A+,552,13:1,2019-03-18 22:11:28.889721
Schimelpfenig Middle School,#129 Best Public Middle Schools in America,Plano Ind School District,TX,6-8,4.5,2,A+,950,18:1,2019-03-18 22:11:28.889728
Purefoy Elementary School,#327 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,647,16:1,2019-03-18 22:11:28.889735
Cypress Ranch High School,#605 Best Public High Schools in America,Cypress-Fairbanks Ind School District,TX,9-12,4.0,602,A+,"3,666",18:1,2019-03-18 22:11:28.889742
Ogle Elementary School,#328 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,655,16:1,2019-03-18 22:11:28.889750
Cedar Park High School,#608 Best Public High Schools in America,Leander Ind School District,TX,9-12,4.0,479,A+,"1,951",17:1,2019-03-18 22:11:28.889756
Rodger & Ellen Beck Junior High School,#132 Best Public Middle Schools in America,Katy Ind School District,TX,6-8,3.0,1,A+,"1,049",15:1,2019-03-18 22:11:28.889764
Michael L Griffin Elementary School,#333 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,1,A+,920,16:1,2019-03-18 22:11:28.889771
Brinker Elementary School,#334 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,5.0,1,A+,748,15:1,2019-03-18 22:11:28.889778
Lorene Rogers Middle School,#135 Best Public Middle Schools in America,Prosper Ind School District,TX,5-6,4.0,1,A+,"1,366",17:1,2019-03-18 22:11:28.889786
Arlington Classics Academy - Primary School,#339 Best Public Elementary Schools in America,Arlington Classics Academy,TX,K-2,5.0,2,A+,531,18:1,2019-03-18 22:11:28.889796
Carroll Elementary School,#341 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,469,14:1,2019-03-18 22:11:28.889803
Johnson High School,#620 Best Public High Schools in America,North East Ind School District,TX,9-12,4.0,639,A+,"2,999",19:1,2019-03-18 22:11:28.889811
Mockingbird Elementary School,#353 Best Public Elementary Schools in America,Coppell Ind School District,TX,"PK, K-5",nan,nan,A+,542,17:1,2019-03-18 22:11:28.889819
Allen Elementary School,#357 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,591,15:1,2019-03-18 22:11:28.889827
Clark Middle School,#139 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,nan,nan,A+,845,13:1,2019-03-18 22:11:28.889835
NYOS Charter School,#631 Best Public High Schools in America,Austin,TX,4-12,4.0,45,A+,603,11:1,2019-03-18 22:11:28.889843
Pinkerton Elementary School,#367 Best Public Elementary Schools in America,Coppell Ind School District,TX,"PK, K-5",nan,nan,A+,371,14:1,2019-03-18 22:11:28.889850
Keiko Davidson Elementary School,#372 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",nan,nan,A+,"1,398",17:1,2019-03-18 22:11:28.889857
George J Anderson Elementary School,#373 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,580,14:1,2019-03-18 22:11:28.889865
Dulles High School,#637 Best Public High Schools in America,Fort Bend Ind School District,TX,9-12,4.0,608,A+,"2,240",16:1,2019-03-18 22:11:28.889894
Frisco High School,#638 Best Public High Schools in America,Frisco Ind School District,TX,9-12,3.5,320,A+,"1,813",14:1,2019-03-18 22:11:28.889903
Robinson Middle School,#150 Best Public Middle Schools in America,Plano Ind School District,TX,6-8,3.5,5,A+,"1,008",17:1,2019-03-18 22:11:28.889911
Cobb Middle School,#153 Best Public Middle Schools in America,Frisco Ind School District,TX,6-8,4.5,2,A+,951,15:1,2019-03-18 22:11:28.889919
Town Center Elementary School,#388 Best Public Elementary Schools in America,Coppell Ind School District,TX,"PK, K-5",nan,nan,A+,508,16:1,2019-03-18 22:11:28.889926
Sloan Creek Intermediate School,#157 Best Public Middle Schools in America,Lovejoy Ind School District,TX,5-6,nan,nan,A+,664,14:1,2019-03-18 22:11:28.889933
Roosevelt Alexander Elementary School,#393 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,2,A+,"1,049",15:1,2019-03-18 22:11:28.889952
Isbell Elementary School,#394 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,3.0,5,A+,634,16:1,2019-03-18 22:11:28.889960
Centennial Elementary School,#398 Best Public Elementary Schools in America,Plano Ind School District,TX,K-5,nan,nan,A+,585,15:1,2019-03-18 22:11:28.889968
Roberta Wright Rylander Elementary School,#401 Best Public Elementary Schools in America,Katy Ind School District,TX,"PK, K-5",5.0,1,A+,"1,306",16:1,2019-03-18 22:11:28.889975
Taylor Elementary School,#404 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,633,16:1,2019-03-18 22:11:28.889983
Hyer Elementary School,#405 Best Public Elementary Schools in America,Highland Park Ind School District,TX,K-4,nan,nan,A+,717,16:1,2019-03-18 22:11:28.889993
McCulloch Intermediate School,#160 Best Public Middle Schools in America,Highland Park Ind School District,TX,5-6,nan,nan,A+,"1,106",18:1,2019-03-18 22:11:28.890001
Smith Elementary School,#412 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,5.0,1,A+,599,16:1,2019-03-18 22:11:28.890008
Lake Travis High School,#656 Best Public High Schools in America,Lake Travis Ind School District,TX,9-12,4.0,345,A+,"2,699",18:1,2019-03-18 22:11:28.890015
Rutledge Elementary School,#425 Best Public Elementary Schools in America,Leander Ind School District,TX,"PK, K-5",4.5,2,A+,796,16:1,2019-03-18 22:11:28.890023
Beckendorff Junior High School,#170 Best Public Middle Schools in America,Katy Ind School District,TX,6-8,nan,nan,A+,"1,760",19:1,2019-03-18 22:11:28.890031
Randolph Elementary School,#429 Best Public Elementary Schools in America,Randolph Field Ind School District,TX,"PK, K-5",nan,nan,A+,605,14:1,2019-03-18 22:11:28.890038
Uplift North Hills Preparatory Middle School,#171 Best Public Middle Schools in America,Irving,TX,6-8,3.5,3,A+,469,15:1,2019-03-18 22:11:28.890046
Robertson Elementary School,#433 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,5.0,1,A+,842,18:1,2019-03-18 22:11:28.890054
Sem Elementary School,#437 Best Public Elementary Schools in America,Frisco Ind School District,TX,K-5,nan,nan,A+,706,17:1,2019-03-18 22:11:28.890062
Judy Rucker Elementary School,#445 Best Public Elementary Schools in America,Prosper Ind School District,TX,"PK, K-4",nan,nan,A+,713,15:1,2019-03-18 22:11:28.890069
Woodcreek Junior High School,#176 Best Public Middle Schools in America,Katy Ind School District,TX,6-8,4.0,1,A+,"2,136",17:1,2019-03-18 22:11:28.890077
Alvis C Story Elementary School,#457 Best Public Elementary Schools in America,Allen Ind School District,TX,"PK, K-6",nan,nan,A+,527,14:1,2019-03-18 22:11:28.890084
