School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Frost Elementary School,"#25,484 Best Public Elementary Schools in America",Houston Ind School District,TX,"PK, K-5",nan,nan,B,657,23:1,2019-03-18 22:11:28.926664
Maypearl High School,"#8,903 Best Public High Schools in America",Maypearl Ind School District,TX,9-12,3.5,64,B,323,12:1,2019-03-18 22:11:28.926672
James Tippit Middle School,"#10,170 Best Public Middle Schools in America",Georgetown Ind School District,TX,6-8,nan,nan,B,838,16:1,2019-03-18 22:11:28.926680
James Bowie Elementary School,"#25,505 Best Public Elementary Schools in America",Simms Ind School District,TX,"PK, K-5",nan,nan,B,229,15:1,2019-03-18 22:11:28.926687
Travis Elementary School,"#25,508 Best Public Elementary Schools in America",Harlingen Consolidated Ind School District,TX,"PK, K-5",nan,nan,B,362,14:1,2019-03-18 22:11:28.926695
Turner High School,"#8,920 Best Public High Schools in America",Carrollton-Farmers Branch Ind School District,TX,9-12,3.5,281,B,"2,096",16:1,2019-03-18 22:11:28.926702
Martin DeLeon Elementary School,"#25,526 Best Public Elementary Schools in America",Victoria Ind School District,TX,"PK, K-5",nan,nan,B,545,18:1,2019-03-18 22:11:28.926710
Yoakum High School,"#8,928 Best Public High Schools in America",Yoakum Ind School District,TX,9-12,3.5,29,B,455,10:1,2019-03-18 22:11:28.926717
Latexo Elementary School,"#25,536 Best Public Elementary Schools in America",Latexo Ind School District,TX,"PK, K-6",5.0,1,B,281,14:1,2019-03-18 22:11:28.926740
Goose Creek Memorial High School,"#8,930 Best Public High Schools in America",Goose Creek Consolidated Ind School District,TX,9-12,4.0,224,B,"2,103",16:1,2019-03-18 22:11:28.926747
West Brook Senior High School,"#8,933 Best Public High Schools in America",Beaumont Ind School District,TX,9-12,3.5,345,B,"2,448",19:1,2019-03-18 22:11:28.926755
Kemp Junior High School,"#10,188 Best Public Middle Schools in America",Kemp Ind School District,TX,6-8,nan,nan,B,325,13:1,2019-03-18 22:11:28.926778
Pete Gallego Elementary School,"#25,558 Best Public Elementary Schools in America",Eagle Pass Ind School District,TX,1-6,nan,nan,B,433,18:1,2019-03-18 22:11:28.926784
Idea Carver Academy,"#25,564 Best Public Elementary Schools in America",San Antonio,TX,K-5,nan,nan,B,513,27:1,2019-03-18 22:11:28.926791
Onalaska Elementary School,"#25,572 Best Public Elementary Schools in America",Onalaska Ind School District,TX,"PK, K-6",nan,nan,B,607,17:1,2019-03-18 22:11:28.926797
Linder Elementary School,"#25,596 Best Public Elementary Schools in America",Austin Ind School District,TX,"PK, K-5",nan,nan,B,364,14:1,2019-03-18 22:11:28.926804
Southern Hills Elementary School,"#25,598 Best Public Elementary Schools in America",Wichita Falls Ind School District,TX,"PK, K-6",nan,nan,B,505,14:1,2019-03-18 22:11:28.926828
West Mesquite High School,"#8,959 Best Public High Schools in America",Mesquite Ind School District,TX,9-12,4.0,373,B-,"1,974",15:1,2019-03-18 22:11:28.926837
Reno Elementary School,nan,Springtown Ind School District,TX,"PK, K-4",5.0,1,B-,383,15:1,2019-03-18 22:11:28.926844
Malone Elementary School,nan,Malone Ind School District,TX,"PK, K-8",nan,nan,B-,113,11:1,2019-03-18 22:11:28.926851
Ranger High School,nan,Ranger Ind School District,TX,9-12,3.5,15,B-,109,6:1,2019-03-18 22:11:28.926857
S&S Consolidated Middle School,nan,S & S Consolidated Ind School District,TX,6-8,nan,nan,B-,187,13:1,2019-03-18 22:11:28.926864
La Grange Intermediate School,nan,La Grange Ind School District,TX,"PK, K-6",nan,nan,B-,"1,046",16:1,2019-03-18 22:11:28.926872
Maxfield Elementary School,nan,Gorman Ind School District,TX,"PK, K-5",nan,nan,B-,170,13:1,2019-03-18 22:11:28.926880
Honey Grove Elementary School,nan,Honey Grove Ind School District,TX,"PK, K-5",nan,nan,B-,261,14:1,2019-03-18 22:11:28.926902
Palmer High School,nan,Palmer Ind School District,TX,9-12,3.5,36,B-,328,11:1,2019-03-18 22:11:28.926909
Gutierrez Elementary School,nan,United Ind School District,TX,"PK, K-5",nan,nan,B-,567,16:1,2019-03-18 22:11:28.926932
Montclair Elementary School,nan,Garland Ind School District,TX,"PK, K-5",nan,nan,B-,551,17:1,2019-03-18 22:11:28.926949
Sealy High School,nan,Sealy Ind School District,TX,9-12,3.5,102,B-,860,14:1,2019-03-18 22:11:28.926956
Orangefield Elementary School,nan,Orangefield Ind School District,TX,"PK, K-4",nan,nan,B-,723,18:1,2019-03-18 22:11:28.926963
Lowery Road Elementary School,nan,Fort Worth Ind School District,TX,"PK, K-5",nan,nan,B-,667,16:1,2019-03-18 22:11:28.926970
Askew Elementary School,nan,Houston Ind School District,TX,"PK, K-5",nan,nan,B-,899,16:1,2019-03-18 22:11:28.926977
Martinez Elementary School,nan,Abilene Ind School District,TX,"PK, K-5",nan,nan,B-,616,15:1,2019-03-18 22:11:28.926983
Tanglewood Middle School,nan,Houston Ind School District,TX,6-8,4.0,5,B-,636,17:1,2019-03-18 22:11:28.926990
Bruceville-Eddy Elementary School,nan,Bruceville-Eddy Ind School District,TX,"PK, K-3",nan,nan,B-,229,13:1,2019-03-18 22:11:28.926997
Huffman Intermediate School,nan,Huffman Ind School District,TX,4-5,nan,nan,B-,551,17:1,2019-03-18 22:11:28.927004
Overton Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,718,16:1,2019-03-18 22:11:28.927011
New Deal Middle School,nan,New Deal Ind School District,TX,5-8,nan,nan,B-,221,13:1,2019-03-18 22:11:28.927017
William H Byrd Middle School,nan,Duncanville Ind School District,TX,7-8,nan,nan,B-,717,14:1,2019-03-18 22:11:28.927023
North High Mount Elementary School,nan,Fort Worth Ind School District,TX,"PK, K-5",nan,nan,B-,381,16:1,2019-03-18 22:11:28.927030
Menard High School,nan,Menard Ind School District,TX,9-12,5.0,9,B-,85,8:1,2019-03-18 22:11:28.927036
Burbank Middle School,nan,Houston Ind School District,TX,6-8,5.0,2,B-,"1,433",18:1,2019-03-18 22:11:28.927043
Sealy Junior High School,nan,Sealy Ind School District,TX,6-8,nan,nan,B-,638,15:1,2019-03-18 22:11:28.927049
Living Way Leadership Academy,nan,Brownsville,TX,"PK, K-10",nan,nan,B-,"1,344",19:1,2019-03-18 22:11:28.927056
Dawson Elementary School,nan,Dawson Ind School District (Dawson),TX,"PK, K-6",nan,nan,B-,259,15:1,2019-03-18 22:11:28.927062
Anne Frank Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,"1,166",17:1,2019-03-18 22:11:28.927069
Van Vleck High School,nan,Van Vleck Ind School District,TX,9-12,3.5,34,B-,321,12:1,2019-03-18 22:11:28.927075
Smith Elementary School,nan,Lamar Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,487,14:1,2019-03-18 22:11:28.927082
Morgan Mill Elementary School,nan,Morgan Mill,TX,K-8,nan,nan,B-,124,11:1,2019-03-18 22:11:28.927089
Ascarate Elementary School,nan,Ysleta Ind School District,TX,K-6,nan,nan,B-,401,15:1,2019-03-18 22:11:28.927096
Dessau Elementary School,nan,Pflugerville Ind School District,TX,3-5,nan,nan,B-,510,14:1,2019-03-18 22:11:28.927103
Stanton High School,nan,Stanton Ind School District,TX,9-12,4.0,5,B-,255,11:1,2019-03-18 22:11:28.927110
Floydada High School,nan,Floydada Ind School District,TX,9-12,3.5,62,B-,208,10:1,2019-03-18 22:11:28.927117
Walnut Bend Elementary School,nan,Gainesville,TX,"PK, K-8",nan,nan,B-,83,14:1,2019-03-18 22:11:28.927124
Motley Elementary School,nan,Mesquite Ind School District,TX,"PK, K-6",nan,nan,B-,476,15:1,2019-03-18 22:11:28.927131
Swift Elementary School,nan,Arlington Ind School District,TX,"PK, K-6",nan,nan,B-,562,15:1,2019-03-18 22:11:28.927137
Bel Air High School,nan,Ysleta Ind School District,TX,9-12,3.5,337,B-,"2,062",16:1,2019-03-18 22:11:28.927144
Mary Allen Elementary School,nan,Stratford Ind School District,TX,"PK, K-4",nan,nan,B-,242,12:1,2019-03-18 22:11:28.927151
San Pedro Elementary School,nan,Robstown Ind School District,TX,K-3,nan,nan,B-,186,14:1,2019-03-18 22:11:28.927157
Hunt School,nan,Hunt,TX,"PK, K-8",5.0,1,B-,158,11:1,2019-03-18 22:11:28.927164
Kountze Elementary School,nan,Kountze Ind School District,TX,"PK, K-3",nan,nan,B-,394,15:1,2019-03-18 22:11:28.927170
Godley High School,nan,Godley Ind School District,TX,9-12,3.5,53,B-,487,11:1,2019-03-18 22:11:28.927176
Latexo High School,nan,Latexo Ind School District,TX,7-12,3.5,24,B-,231,10:1,2019-03-18 22:11:28.927182
Jacksonville Middle School,nan,Jacksonville Ind School District,TX,7-8,nan,nan,B-,710,13:1,2019-03-18 22:11:28.927189
Ball High School,nan,Galveston Ind School District,TX,9-12,3.5,252,B-,"1,946",15:1,2019-03-18 22:11:28.927195
Arrow Academy - Harvest Preparatory Academy,nan,Arrow Academy,TX,K-6,nan,nan,B-,105,16:1,2019-03-18 22:11:28.927202
Hettie Halstead Elementary School,nan,Copperas Cove Ind School District,TX,K-5,nan,nan,B-,323,12:1,2019-03-18 22:11:28.927208
Idea Allan College Preparatory,nan,Austin,TX,6-9,4.5,8,B-,474,20:1,2019-03-18 22:11:28.927215
Joaquin High School,nan,Joaquin Ind School District,TX,9-12,3.5,4,B-,214,13:1,2019-03-18 22:11:28.927221
Field Middle School,nan,Carrollton-Farmers Branch Ind School District,TX,6-8,4.0,7,B-,"1,007",15:1,2019-03-18 22:11:28.927228
McClendon Elementary School,nan,Community Ind School District,TX,"PK, K-5",nan,nan,B-,576,15:1,2019-03-18 22:11:28.927235
Parmley Elementary School,nan,Willis Ind School District,TX,"PK, K-5",nan,nan,B-,779,18:1,2019-03-18 22:11:28.927241
Edna Junior High School,nan,Edna Ind School District,TX,6-8,nan,nan,B-,327,12:1,2019-03-18 22:11:28.927248
Constance Hulbert Elementary School,nan,Ysleta Ind School District,TX,"PK, K-6",nan,nan,B-,426,14:1,2019-03-18 22:11:28.927255
Rockport-Fulton High School,nan,Aransas County Ind School District,TX,9-12,4.0,142,B-,"1,000",13:1,2019-03-18 22:11:28.927262
Buffalo Creek Elementary School,nan,Spring Branch Ind School District,TX,"PK, K-5",nan,nan,B-,619,15:1,2019-03-18 22:11:28.927270
Lighthouse Charter School - B Campus,nan,Lighthouse Charter School,TX,2-8,nan,nan,B-,194,13:1,2019-03-18 22:11:28.927277
Roosevelt High School,nan,North East Ind School District,TX,9-12,3.5,506,B-,"2,934",15:1,2019-03-18 22:11:28.927284
Sands Consolidated School,nan,Sands Consolidated Ind School District,TX,"PK, K-12",4.0,10,B-,257,13:1,2019-03-18 22:11:28.927291
Lula Belle Goodman Elementary School,nan,Fort Bend Ind School District,TX,"PK, K-5",4.0,1,B-,685,14:1,2019-03-18 22:11:28.927298
Houston Elementary School,nan,Lancaster Ind School District,TX,"PK, K-5",nan,nan,B-,702,18:1,2019-03-18 22:11:28.927305
Ella Schorlemmer Elementary School,nan,Victoria Ind School District,TX,"PK, K-5",1.0,1,B-,503,16:1,2019-03-18 22:11:28.927312
Lamar Consolidated High School,nan,Lamar Consolidated Ind School District,TX,9-12,3.5,220,B-,"1,545",17:1,2019-03-18 22:11:28.927319
Bynum School,nan,Bynum Ind School District,TX,"PK, K-12",3.5,13,B-,212,11:1,2019-03-18 22:11:28.927327
Hunters Glen Elementary School,nan,Fort Bend Ind School District,TX,K-5,nan,nan,B-,406,14:1,2019-03-18 22:11:28.927333
YES Prep - West,nan,Houston,TX,6-12,3.5,78,B-,926,15:1,2019-03-18 22:11:28.927340
River Road Middle School,nan,River Road Ind School District,TX,7-8,nan,nan,B-,211,13:1,2019-03-18 22:11:28.927374
Andrew Jackson Middle School,nan,Grand Prairie Ind School District,TX,6-9,nan,nan,B-,"1,146",16:1,2019-03-18 22:11:28.927382
North Shore Senior High School,nan,Galena Park Ind School District,TX,9-12,3.5,463,B-,"4,641",16:1,2019-03-18 22:11:28.927389
Cloverleaf Elementary School,nan,Galena Park Ind School District,TX,"PK, K-5",nan,nan,B-,831,17:1,2019-03-18 22:11:28.927396
Leon High School,nan,Leon Ind School District,TX,9-12,3.5,38,B-,240,9:1,2019-03-18 22:11:28.927403
Padron Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,772,17:1,2019-03-18 22:11:28.927409
Mesa Verde Elementary School,nan,Amarillo Ind School District,TX,"PK, K-5",nan,nan,B-,509,15:1,2019-03-18 22:11:28.927416
Bronte High School,nan,Bronte Ind School District,TX,7-12,4.0,21,B-,129,10:1,2019-03-18 22:11:28.927422
Blue Ridge Elementary School,nan,Fort Bend Ind School District,TX,K-5,nan,nan,B-,614,14:1,2019-03-18 22:11:28.927440
Chilton School,nan,Chilton Ind School District,TX,"PK, K-12",3.5,45,B-,497,11:1,2019-03-18 22:11:28.927447
James R Bilhartz Jr Elementary School,nan,Duncanville Ind School District,TX,"PK, K-4",nan,nan,B-,604,14:1,2019-03-18 22:11:28.927454
Los Encinos Special Emphasis Elementary School,nan,Corpus Christi Ind School District,TX,"PK, K-5",nan,nan,B-,383,16:1,2019-03-18 22:11:28.927461
Calhoun Middle School,nan,Denton Ind School District,TX,6-8,4.5,2,B-,672,12:1,2019-03-18 22:11:28.927469
Liberty Elementary School,nan,Liberty Ind School District,TX,2-5,nan,nan,B-,623,16:1,2019-03-18 22:11:28.927477
Pierce Elementary School,nan,Laredo Ind School District,TX,"PK, K-5",nan,nan,B-,867,19:1,2019-03-18 22:11:28.927484
Ikard Elementary School,nan,Weatherford Ind School District,TX,"PK, K-6",nan,nan,B-,635,15:1,2019-03-18 22:11:28.927490
Henry Ford Academy - Alameda School for Art & Design,nan,San Antonio,TX,9-12,4.0,36,B-,126,15:1,2019-03-18 22:11:28.927497
Rodriguez Elementary School,nan,Houston Ind School District,TX,"PK, K-5",nan,nan,B-,"1,030",18:1,2019-03-18 22:11:28.927504
Keller Middle School,nan,Pasadena Ind School District,TX,5-6,nan,nan,B-,687,13:1,2019-03-18 22:11:28.927511
Mead Elementary Shool,nan,Northside Ind School District (San Antonio),TX,"PK, K-5",nan,nan,B-,887,15:1,2019-03-18 22:11:28.927517
Uplift Hampton Preparatory School,nan,Dallas,TX,9-12,3.5,146,B-,312,12:1,2019-03-18 22:11:28.927524
Peete Elementary School,nan,Tyler Ind School District,TX,"PK, K-5",nan,nan,B-,336,13:1,2019-03-18 22:11:28.927531
Caddo Grove Elementary School,nan,Joshua Ind School District,TX,"PK, K-6",3.5,8,B-,668,15:1,2019-03-18 22:11:28.927537
KIPP Austin Comunidad,nan,Austin,TX,K-4,1.0,1,B-,603,21:1,2019-03-18 22:11:28.927544
Alton Bowen Elementary School,nan,Bryan Ind School District,TX,"PK, K-5",nan,nan,B-,395,15:1,2019-03-18 22:11:28.927551
Veterans Memorial Elementary School,nan,United Ind School District,TX,"PK, K-5",nan,nan,B-,697,17:1,2019-03-18 22:11:28.927558
Saegert Elementary School,nan,Killeen Ind School District,TX,"PK, K-5",nan,nan,B-,"1,053",16:1,2019-03-18 22:11:28.927564
Clyde High School,nan,Clyde Consolidated Ind School District,TX,9-12,3.5,60,B-,410,11:1,2019-03-18 22:11:28.927571
Slocum High School,nan,Slocum Ind School District,TX,9-12,3.5,10,B-,102,8:1,2019-03-18 22:11:28.927578
Crossroads High School,nan,Burleson Ind School District,TX,9-12,nan,nan,B-,87,10:1,2019-03-18 22:11:28.927585
Blum Elementary School,nan,Blum Ind School District,TX,"PK, K-5",nan,nan,B-,180,13:1,2019-03-18 22:11:28.927591
Brawner Intermediate School,nan,Granbury Ind School District,TX,3-5,5.0,3,B-,403,16:1,2019-03-18 22:11:28.927597
Regina Howell Elementary School,nan,Beaumont Ind School District,TX,"PK, K-5",4.0,3,B-,822,19:1,2019-03-18 22:11:28.927604
Benbrook Middle/High School,nan,Fort Worth Ind School District,TX,6-10,4.0,22,B-,"1,098",16:1,2019-03-18 22:11:28.927611
Franklin D Roosevelt Elementary School,nan,United Ind School District,TX,"PK, K-5",nan,nan,B-,691,17:1,2019-03-18 22:11:28.927618
George Peabody Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",4.0,1,B-,554,16:1,2019-03-18 22:11:28.927625
Valley View High School,nan,Valley View Ind School District (Valley View),TX,9-12,3.5,21,B-,211,11:1,2019-03-18 22:11:28.927632
Osborne Elementary School,nan,Houston Ind School District,TX,"PK, K-5",nan,nan,B-,411,17:1,2019-03-18 22:11:28.927640
Brewer High School,nan,White Settlement Ind School District,TX,9-12,3.5,260,B-,"1,870",17:1,2019-03-18 22:11:28.927647
Burks Elementary School,nan,McKinney Ind School District,TX,K-5,nan,nan,B-,544,14:1,2019-03-18 22:11:28.927654
Rapoport Academy El - North Campus,nan,Waco,TX,"PK, K-4",nan,nan,B-,201,12:1,2019-03-18 22:11:28.927661
George Bush High School,nan,Fort Bend Ind School District,TX,9-12,3.5,508,B-,"2,215",17:1,2019-03-18 22:11:28.927668
WP McLean Sixth Grade Center,nan,Fort Worth Ind School District,TX,nan,nan,nan,B-,477,16:1,2019-03-18 22:11:28.927674
John G Hardin Elementary School,nan,Burkburnett Ind School District,TX,"PK, K-5",nan,nan,B-,470,14:1,2019-03-18 22:11:28.927681
Jones Futures Academy,nan,Houston Ind School District,TX,9-12,3.5,40,B-,269,12:1,2019-03-18 22:11:28.927688
Nathan Adams Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",4.0,1,B-,549,14:1,2019-03-18 22:11:28.927695
Saltillo School,nan,Saltillo Ind School District,TX,"PK, K-12",3.0,4,B-,262,12:1,2019-03-18 22:11:28.927701
Huffman Middle School,nan,Huffman Ind School District,TX,6-8,nan,nan,B-,829,18:1,2019-03-18 22:11:28.927708
Harmony Hills Elementary School,nan,North East Ind School District,TX,"PK, K-5",nan,nan,B-,636,16:1,2019-03-18 22:11:28.927714
LaPoynor High School,nan,Lapoynor Ind School District,TX,9-12,3.0,11,B-,114,11:1,2019-03-18 22:11:28.927721
Evers Park Elementary School,nan,Denton Ind School District,TX,K-5,nan,nan,B-,566,13:1,2019-03-18 22:11:28.927728
Strawn School,nan,Strawn Ind School District,TX,"PK, K-12",4.0,6,B-,165,9:1,2019-03-18 22:11:28.927735
Hunt Elementary School,nan,Cuero Ind School District,TX,1-3,nan,nan,B-,462,15:1,2019-03-18 22:11:28.927741
Copperas Cove High School,nan,Copperas Cove Ind School District,TX,9-12,4.0,414,B-,"2,230",14:1,2019-03-18 22:11:28.927747
Bartlett Schools,nan,Bartlett Ind School District,TX,"PK, K-12",3.5,35,B-,369,11:1,2019-03-18 22:11:28.927754
Eiland Elementary School,nan,Klein Ind School District,TX,K-5,nan,nan,B-,577,10:1,2019-03-18 22:11:28.927761
Brookeland High School,nan,Brookeland Ind School District,TX,6-12,nan,nan,B-,214,11:1,2019-03-18 22:11:28.927767
Odom Middle School,nan,Beaumont Ind School District,TX,6-8,4.0,4,B-,821,18:1,2019-03-18 22:11:28.927774
Athens Intermediate School,nan,Athens Ind School District,TX,"PK, K-5",nan,nan,B-,559,14:1,2019-03-18 22:11:28.927780
KIPP University Prep High School,nan,San Antonio,TX,9-12,3.5,181,B-,628,16:1,2019-03-18 22:11:28.927787
Southwest Elementary School,nan,Belton Ind School District,TX,K-5,nan,nan,B-,368,13:1,2019-03-18 22:11:28.927794
Barwise Middle School,nan,Wichita Falls Ind School District,TX,6-9,nan,nan,B-,785,16:1,2019-03-18 22:11:28.927800
Dessau Middle School,nan,Pflugerville Ind School District,TX,6-8,3.0,2,B-,760,13:1,2019-03-18 22:11:28.927807
Bonnie Brae Elementary School,nan,Fort Worth Ind School District,TX,"PK, K-5",nan,nan,B-,472,16:1,2019-03-18 22:11:28.927814
Ballinger Junior High School,nan,Ballinger Ind School District,TX,6-8,2.0,1,B-,206,10:1,2019-03-18 22:11:28.927821
Winnetka Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,823,17:1,2019-03-18 22:11:28.927828
Woodland Acres Middle School,nan,Galena Park Ind School District,TX,6-8,4.0,3,B-,523,16:1,2019-03-18 22:11:28.927835
Milford School,nan,Milford Ind School District,TX,"PK, K-12",3.5,7,B-,255,11:1,2019-03-18 22:11:28.927857
Palmer Elementary School,nan,Palmer Ind School District,TX,"PK, K-4",nan,nan,B-,489,16:1,2019-03-18 22:11:28.927864
Celeste Elementary School,nan,Celeste Ind School District,TX,"PK, K-5",nan,nan,B-,233,13:1,2019-03-18 22:11:28.927872
McQueeney Elementary School,nan,Seguin Ind School District,TX,K-5,nan,nan,B-,373,15:1,2019-03-18 22:11:28.927879
Henrietta Middle School,nan,Henrietta Ind School District,TX,6-8,nan,nan,B-,239,15:1,2019-03-18 22:11:28.927905
Zavala Elementary School,nan,Edinburg Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,584,17:1,2019-03-18 22:11:28.927914
Floresville Middle School,nan,Floresville Ind School District,TX,6-8,2.5,9,B-,905,18:1,2019-03-18 22:11:28.927921
La Grange High School,nan,La Grange Ind School District,TX,9-12,4.0,49,B-,628,13:1,2019-03-18 22:11:28.927927
Bedichek Middle School,nan,Austin Ind School District,TX,6-8,4.0,6,B-,908,13:1,2019-03-18 22:11:28.927934
Brownwood High School,nan,Brownwood Ind School District,TX,9-12,3.5,129,B-,898,13:1,2019-03-18 22:11:28.927950
Long Middle School,nan,Carrollton-Farmers Branch Ind School District,TX,6-8,3.0,1,B-,686,14:1,2019-03-18 22:11:28.927973
Midway School,nan,Midway Ind School District (Henrietta),TX,K-12,3.5,11,B-,104,6:1,2019-03-18 22:11:28.927980
Reinhardt Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,641,15:1,2019-03-18 22:11:28.927987
Honey Grove High School,nan,Honey Grove Ind School District,TX,9-12,3.5,29,B-,179,12:1,2019-03-18 22:11:28.927994
Anna High School,nan,Anna Ind School District,TX,9-12,3.0,100,B-,786,15:1,2019-03-18 22:11:28.928000
Highland Park Elementary School,nan,Texarkana Ind School District,TX,"PK, K-5",nan,nan,B-,382,14:1,2019-03-18 22:11:28.928007
Pettus Secondary School,nan,Pettus Ind School District,TX,6-12,3.5,17,B-,239,11:1,2019-03-18 22:11:28.928014
Carr Middle School,nan,Hale Center Ind School District,TX,5-8,nan,nan,B-,182,13:1,2019-03-18 22:11:28.928020
Edna High School,nan,Edna Ind School District,TX,9-12,4.0,42,B-,418,12:1,2019-03-18 22:11:28.928027
Wortham Elementary School,nan,Wortham Ind School District,TX,"PK, K-5",nan,nan,B-,278,14:1,2019-03-18 22:11:28.928033
Evans Elementary School,nan,Bonham Ind School District,TX,4-6,nan,nan,B-,365,13:1,2019-03-18 22:11:28.928040
Roosevelt Junior High School,nan,Roosevelt Ind School District,TX,6-8,nan,nan,B-,246,11:1,2019-03-18 22:11:28.928047
Chico High School,nan,Chico Ind School District,TX,9-12,3.5,22,B-,197,11:1,2019-03-18 22:11:28.928054
Cano-Gonzalez Elementary School,nan,Edinburg Consolidated Ind School District,TX,"PK, K-5",nan,nan,B-,586,18:1,2019-03-18 22:11:28.928060
Pershing Park Elementary School,nan,Killeen Ind School District,TX,"PK, K-5",nan,nan,B-,831,14:1,2019-03-18 22:11:28.928068
Harvey S Brown Elementary School,nan,Channelview Ind School District,TX,K-5,nan,nan,B-,690,15:1,2019-03-18 22:11:28.928074
Ingram Tom Moore High School,nan,Ingram Ind School District,TX,9-12,3.5,46,B-,341,12:1,2019-03-18 22:11:28.928082
Bradfield Elementary School,nan,Garland Ind School District,TX,"PK, K-5",nan,nan,B-,524,17:1,2019-03-18 22:11:28.928088
Caddo Mills High School,nan,Caddo Mills Ind School District,TX,9-12,3.5,115,B-,490,15:1,2019-03-18 22:11:28.928095
Wiggs Middle School,nan,El Paso Ind School District,TX,6-8,3.5,3,B-,911,18:1,2019-03-18 22:11:28.928102
Ingram Elementary School,nan,Ingram Ind School District,TX,"PK, K-5",nan,nan,B-,529,16:1,2019-03-18 22:11:28.928109
Timber Creek Elementary School,nan,Livingston Ind School District,TX,"PK, K-3",nan,nan,B-,552,16:1,2019-03-18 22:11:28.928115
Palo Duro High School,nan,Amarillo Ind School District,TX,"PK, K-12",4.0,182,B-,"2,097",15:1,2019-03-18 22:11:28.928122
VW Miller Intermediate School,nan,Pasadena Ind School District,TX,7-8,5.0,1,B-,840,11:1,2019-03-18 22:11:28.928129
Glenn Harmon Elementary School,nan,Mansfield Ind School District,TX,"PK, K-4",nan,nan,B-,516,14:1,2019-03-18 22:11:28.928135
South Elementary School,nan,Floresville Ind School District,TX,"PK, K-5",nan,nan,B-,887,17:1,2019-03-18 22:11:28.928142
Edna Rowe Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,512,15:1,2019-03-18 22:11:28.928149
Hamlin High School,nan,Hamlin Ind School District,TX,7-12,3.5,50,B-,172,9:1,2019-03-18 22:11:28.928155
High Point Elementary School,nan,Navasota Ind School District,TX,"PK, K-5",nan,nan,B-,406,14:1,2019-03-18 22:11:28.928177
Wright Elementary School,nan,Weatherford Ind School District,TX,"PK, K-6",nan,nan,B-,667,14:1,2019-03-18 22:11:28.928183
Burgin Elementary School,nan,Arlington Ind School District,TX,"PK, K-6",nan,nan,B-,798,18:1,2019-03-18 22:11:28.928205
LO Donald Elementary School,nan,Dallas Ind School District,TX,"PK, K-5",nan,nan,B-,427,14:1,2019-03-18 22:11:28.928212
Langford Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,687,14:1,2019-03-18 22:11:28.928218
Henry B Gonzalez Elementary School,nan,La Joya Ind School District,TX,"PK, K-5",nan,nan,B-,708,16:1,2019-03-18 22:11:28.928224
Dyer Elementary School,nan,Krum Ind School District,TX,2-3,nan,nan,B-,273,10:1,2019-03-18 22:11:28.928230
Sims Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,267,13:1,2019-03-18 22:11:28.928253
Azle High School,nan,Azle Ind School District,TX,9-12,3.5,352,B-,"1,761",16:1,2019-03-18 22:11:28.928259
Lasara Elementary School,nan,Lasara Ind School District,TX,"PK, K-8",3.0,1,B-,352,15:1,2019-03-18 22:11:28.928265
Trenton Middle School,nan,Trenton Ind School District,TX,5-8,nan,nan,B-,166,16:1,2019-03-18 22:11:28.928272
Moulton High School,nan,Moulton Ind School District,TX,7-12,5.0,4,B-,141,10:1,2019-03-18 22:11:28.928278
Killough Middle School,nan,Alief Ind School District,TX,7-8,4.5,2,B-,994,14:1,2019-03-18 22:11:28.928300
Hidalgo Academy,nan,Hidalgo Ind School District,TX,10-12,nan,nan,B-,34,7:1,2019-03-18 22:11:28.928307
Pleasant Hill Elementary School,nan,Austin Ind School District,TX,"PK, K-5",nan,nan,B-,566,15:1,2019-03-18 22:11:28.928313
Yantis School,nan,Yantis Ind School District,TX,6-12,3.5,9,B-,152,9:1,2019-03-18 22:11:28.928336
Watson High School,nan,Eagle Mountain-Saginaw Ind School District,TX,9-12,5.0,4,B-,81,9:1,2019-03-18 22:11:28.928343
Navarro Middle School,nan,Lamar Consolidated Ind School District,TX,nan,nan,nan,B-,487,17:1,2019-03-18 22:11:28.928349
Watson Junior High School,nan,Muleshoe Ind School District,TX,6-8,nan,nan,B-,293,11:1,2019-03-18 22:11:28.928356
Woodridge Forest Middle School,nan,New Caney Ind School District,TX,6-9,5.0,1,B-,740,15:1,2019-03-18 22:11:28.928363
Bloomburg Elementary School,nan,Bloomburg Ind School District,TX,"PK, K-5",nan,nan,B-,140,17:1,2019-03-18 22:11:28.928376
Reagan High School,nan,Houston Ind School District,TX,9-12,4.0,327,B-,"2,327",20:1,2019-03-18 22:11:28.928383
